,0,class_label,target_label
2627,0.999,1,1
2628,0.997,1,1
2629,0.996,1,1
2630,0.987,1,1
2631,0.876,1,1
2632,0.955,1,1
2633,0.991,1,1
2634,0.901,1,1
2635,0.527,1,1
2636,0.308,1,1
2637,0.469,1,1
2638,0.952,1,1
2639,0.32,1,1
